20:16:15,70
20:16:30,70
20:16:35,70
20:16:45,90
20:16:50,91
20:16:55,86
20:17:05,85
20:17:10,82
20:17:15,81
20:17:21,81
20:17:24,81
20:17:25,83
20:17:28,83
20:17:29,83
20:33:55,74
20:34:00,70
20:34:15,70
20:34:30,70
20:34:35,73
20:34:40,73
20:34:55,73
20:35:00,74
20:35:05,73
20:35:20,73
20:35:25,74
20:35:35,75
20:35:40,75
20:35:45,76
20:35:50,74
20:35:55,75
20:36:10,75
20:36:15,74
20:36:20,74
20:36:35,74
20:36:45,75
20:37:00,75
20:37:15,75
20:37:30,75
20:37:35,76
20:37:45,77
20:37:50,78
20:37:55,78
20:38:05,76
20:38:10,75
20:38:25,75
22:26:47,74
22:26:52,70
22:27:15,70
22:27:37,70
22:27:47,70
22:28:26,70
22:28:56,70
22:29:06,70
22:29:21,70
22:29:26,71
